,comments,date
926,$PANI YP buang barang teroooos,"7 Oct 22, 16:39 · Edited on 7 Oct 22, 16:41"
927,"$PANI tumben .. ga ARA ga ARB, huahahhaahha","7 Oct 22, 15:08"
928,"ekspresi ketika emiten jagoannya tidak sesuai harapan 🤒🤒🤒

$BOSS $PANI $DADA $KRAS","7 Oct 22, 14:11"
929,@YPCISMYLIFE nah kan dateng lagi si 5k lot wkwkwk mamposs $PANI,"7 Oct 22, 14:01"
930,$FIRE makin hari makin hancur saudara dgn $PANI,"7 Oct 22, 13:58"
931,Rite be like “wah 5000 lot ilang” mulai makan dikit dikit akhirnya tiba tiba di haki sampe arb pas udah agak naik 🤣 $PANI,"7 Oct 22, 13:52"
932,"$PANI ahhah wah udah ada yg pasang 5000 di 935.......tiba"" nanti ada jual di bid nih abis.....","7 Oct 22, 13:43"
933,Dah gak bsa pasti arb sudah di ganjal bandar 5rb lot $PANI 100% arb,"7 Oct 22, 13:42"
934,$PANI naik woy,"7 Oct 22, 13:40"
935,"@KayaMendadak untuk statement sangat setuju bro @KayaMendadak, emiten apapun klo sudah mencetak laba pasti'di apresiasi market,dan itu sudah hukumnya wajib 😂, tetapi klo masih hanya sebatas impian yg belum di bukukan dengan pencatatan laba, hanyalah sebatas aset' perusahaan, apalagi yg belum menjadi profit perusahaan hanyalah baru'sebatas cita cita, belum ada jaminan aset yg besar dengan profit yg diimpikan, apalagi kondisi global saat ini + ekonomi yg tidak menentu (klo kata bang @KayaMendadak EMITEN ANGIN ANGINAN)

Memang berat menerima kenyataan, hingga akhirnya berujung memaksakan pendapat dan keyakinan ke orang lain, aplgi sampai mempengaruhi orang lain yg awam, hanya sebatas untuk mencari keuntungan pribadi/kelompoknya....","7 Oct 22, 13:01 · Edited on 7 Oct 22, 13:02"
936,"jangan gitu, ntr byk yg baper di $PANI","7 Oct 22, 12:25"
937,"yg mau CL di $PANI gasss...yg mau buy, yg mau hold, yg mau TP lanjottt ..setiap keputusan ada resiko Dan reward, buat saya pribadi yg bukan utk scalping, pendapat pribadi saja ya... dgn komposisi lokal dari 4,18% di Agst Dan 4,15% di Sept, udah cukup. asing bertambah, map gak jual, Lokal berkurang.

utk scalping masih banyak pilihan. cari yg volatilitas tinggi krn hnya mengandalkan trx menitan. 2-3 tik jual.

Jgn lupa bahagia
Jgn lupa tersenyum
Jgn lupa Sholat Jumat

Stickbit dipantengin, Tuhan dibiarin.

ente kadang-kadang ente 😂 😆 🤣","7 Oct 22, 11:43"
938,@WillDjon so harusnya cl $PANI ya buy yang lain,"7 Oct 22, 11:32"
939,$PANI sudah downtrend ya kan ko?,"7 Oct 22, 11:07"
940,$PANI bikin PANIC 😁😁😁,"7 Oct 22, 11:03"
941,$PANI masa udh 4 kali arb.,"7 Oct 22, 10:59"
942,"$PANI hari ini ARB 100% , jika tidak saya gak main saham","7 Oct 22, 10:56"
943,Mau kemana sih ini $PANI :(,"7 Oct 22, 10:47"
944,"$SLIS adem2 aj tau2 sesi 2 d hantam kek kmrn

$COAL $PANI","7 Oct 22, 10:47"
945,"Mau di $BUMI atau $PANI, selalu ketemu Salim 🤣","7 Oct 22, 10:26"
946,Laporan Bulanan Registrasi Pemegang Efek [PANI],"7 Oct 22, 10:20"
947,$PANI $PANI,"7 Oct 22, 10:15"
948,$PANI kah om,"7 Oct 22, 10:01"
949,$PANI kali ini ara dong,"7 Oct 22, 09:59"
950,$PANI bisa kesini duluuuu,"7 Oct 22, 09:49"
951,"$PANI gpp koq ARB lagi endar
no ARB no Ara
ARB : Ada Rencana Bullish
ARA: Ada Rencana Arb","7 Oct 22, 09:42 · Edited on 7 Oct 22, 09:44"
952,$PANI aroma orang orang yang putus asa ..mana nih si ulet bulu,"7 Oct 22, 09:36"
953,"$PANI

PANI lovers, tetap semangat.
Kemungkinan hari ini, PANI masih sekitar 900 an , karena modal bandar berkisar antara 965 s/d 1000.","7 Oct 22, 08:53"
954,"Unsur postingan saya di $PANI tidak ada maksud untuk menebar optimisme ataupun pesimisme, hanya berdasarkan data faktual.

Di postingan sebelumnya, sy mencoba memproyeksikan nilai buku PANI berdasarkan total landbank dikurang liabilities yg diasumsikan untuk mendapatkan equitas dan dari situ memperoleh nilai book value.

Untuk mengvaluasi sektor properti sendiri, menggunakan metode discounted to net asset value (NAV). Berhubung kita berdiskusi di forum stockbit, mari kita gunakan metode yg diajarkannya di stockbit academy.

Karena pembukuan terbaru q3 belum keluar (utk mengetahui total asset dan liabilities, walaupun sebetulnya harga tanah yg dicatat nanti tetap akan menggunakan harga perolehan di masa lampau karena peraturan akuntasi jadi sebenarnya tidak valid juga), maka kita gunakan metode landbank x harga jual untuk mendapatkan market capnya.

PANI memegang 51% BKS, BKS memegang 51% CGIS dan 51% MAS. Proyek-proyek yang dipegang ketiga perusahaan ini berlokasi di PIK 2 dengan range harga tanah 20 jt - 67.5 jt/m2. Kita gunakan saja rata-rata 20 jt/m2.

BKS = 210 ha x 51% = 107 ha
MAS = 415 ha x 51% x 51% = 108 ha
CGIS = 125 ha x 51% x 51% = 32.5 ha
Total = 247.5 ha

Market cap = 247.5 ha x 10.000 x 20jt = 49.5 T
Market cap sekarang = 13.19 T

Analisa ini bersifat fundamental jadi pastinya long-term. Secara short-term, mungkin bisa ditanya yang jago teknikal ya.

Semoga postingan ini membantu 😁","7 Oct 22, 06:24 · Edited on 7 Oct 22, 06:37"
955,"@exo123 klo ngeliat kemarin aksi korporasi RI $PANI gw lihat sukses bang, cuman klo lihat harga sekarang,yg beli ritel di harga pucuk bisa jd itu malapetaka bang, sudah minus 50% , bayangin saja klo dia beli 100jt di harga 2K, tinggal brp lagi itu modal, klo disandingkan dengan aksi korporasi RI seperti $BBHI $ARTO bisa lihat sendiri harganya skrng brp bang, justru gw lihat ada sosok @Stockbit User yg seperti antitesa di stream, dan seperti nya bnyakn di bully,tetapi dia bisa memperingatkan disaat harga pucuk, ttpi mungkin karena seolah olah seperti menyerang di saat menyampaikan opininya,tetapi skrg kenyataan tuh harga PANI, semua emiten ada bandar nya, dan bandar sedang memainkan perannya....klo ditanya PBV, ROE dan lainnya, itu semua orang bisa baca, tapi psikologi market tidak semua orang bisa memahami.... good luck bro 😂🌄","7 Oct 22, 05:54"
956,"$PANI 2023, bayangin aja dulu, gpp kan master?","7 Oct 22, 05:18"
957,$PANI tinggal menunggu kehancuran,"6 Oct 22, 23:44"
958,"@Mirzal Justru saya berani bilang seperti ini, karena tidak ada jaminan dimasa depan $PANI mampu meningkatkan labanya secara signifikan, meskipun asetnya besar.. krn untuk mencapai EPS 100 perak, PANI harus mampu mencetak laba 1,35 Trilliun.. Apakah Mampu?

Secara teori, bisnis property labanya 20% s/d 35%.. maka PANI harus mampu mengejar Sales 4 T s/d 6,75 T...? Ditengah kondisi ekonomi yg tak menentu, apakah mungkin?

Itulah mengapa saya bilang, emiten seperti ini adalah emiten yg angin2an. itu kalau laku bro..

itupun klo lakunya banyak setiap tahunnya..maka labanya pasti terasa besar.. seperti yg saya bilang sebelumnya, Salesnya harus mininal 4 T untuk EPS 100.

Dan klo EPS 100, itu artinya harga wajar sahamnya di 300 sampe 500.. lha, klo 1 perak ya harga wajarnya PANI di Rp.50 bro.. itulah realita yg harus diterima oleh para pemburu mimpi di PANI.

Sama halnya dengan perusahaan tambang yg punya cadangan 100 juta ton, tapi kalau tiap tahunnya cuma mampu produksi & jual 100rb MT, ya sama aja bohong..

Ngak mungkin emiten tambang yg produksinya hanya 100rb MT bisa dihargai 8000 seperti MBAP.. pastinya menyesuaikan dengan tingkat profitabilitasnya..","6 Oct 22, 23:39 · Edited on 6 Oct 22, 23:40"
959,"tapi paling nggak saya lebih percaya $PANI ke 2000 daripada $BOSS ke 1000........mau taruhan gapake kolor keliling gbk juga ane jabanin

random tag $BUMI $PANI $BOSS $BUKA $GOTO","6 Oct 22, 22:47"
960,$PANI,"6 Oct 22, 22:38"
961,kalau $PANI ARA apakah saya akan jadi bahan hujatan?? kaboor🤣,"6 Oct 22, 22:20"
962,"$PANI beli koar sana sini posting, jual diem diem aja
siapakah itu🤪","6 Oct 22, 21:10"
963,"$PANI adalah turun dan mundur selangkah demi melambung. layaknya pegas atau trampolin. udah pernah khan terbukti setahun lalu,, history repeat itself😎😎😎","6 Oct 22, 20:47"
964,"$FIRE $SLIS $HDIT $PANI

Adakah yg berani All In si saham ini? Gausah pamer cuan puluhan bahkan ratusan persen kalo sizingnya kecil porsi judi

Kalo $ITMG pasti ada karna mindsite nya investasi","6 Oct 22, 20:37"
965,"Auto Rejection Bawah: 6 Oct 2022 (16 saham)
$SMDM -6,81%
$SNLK -6,81%
$FPNI -6,78%
$TFAS -6,78%
$PANI -6,7%
Historikal ARA & ARB: https://cutt.ly/DByuGKP","6 Oct 22, 17:38"
966,"@exo123 klo di tanya AVG bandar brp, jawabannya yg kmren ikutan RI pasti'itu cuan luberrrrrr bang, gw holder $PANI dr mulai dari IPO, jd tau bgmna nih emiten pergerakan harga nya, kalo mau tau sekilas nih emiten bisa baca tulisan bang @IPOhunter2 atau bang @zulkifli , klo yg br masuk awal awal tahun, atau ikutan RI dia tinggal TP atau hold, nih emiten dr dulu kurang liquid, pas kmren aja rame di stream, dengan drama perselisihan, pemujaan bak dewa, bahkan sumpah serapah berseliweran, akhir nya jd banyak yg fomo+ sangkut pucuk

jalan satu-satunya yg sangkut pucuk, AVG down, dengan harapan bisa mendekati harga bawah nya, selanjutnya mau ttp hold jd investor atau exit, atau dengan solusi exit dengan konsekuensi boncos besar, semuanya dikembalikan ke plan masing masing

pelajari bandarmology, jangan terlalu percaya 100% asing, usang, Aseng, toh tau sendiri siapa di dalamnya, biasakan banyak RDN klo maen di emiten kurang liquid, untuk menjaga uang kita, apapun itu semua orang di bursa mencari Profit, dan emiten ini bisa naik bombastis seperti sebelum RI yah tergantung BANDAR nya, klo saat ini BANDAR mau petik hasil panen kali bang,,,semoga sukses gw doain buat holder, dan jangan lupa pakai akal'sehat jika beli saham, jangan terlalu percaya omongan orang, semua hanya ingin Profit di bursa...cmiwww ✌️✌️✌️","6 Oct 22, 17:33 · Edited on 6 Oct 22, 18:18"
967,$PANI naik cuma sehari lalu lanjut dibawa nyelam,"6 Oct 22, 16:44"
968,$PANI 🤭 silent selling..,"6 Oct 22, 16:30"
969,wow YP buang banyak haha $PANI,"6 Oct 22, 16:27"
970,Ditunggu disini $PANI buat serok bawah 😁,"6 Oct 22, 16:00"
971,$PANI tadi ambil di arb jual lagi do arb rugi fee securitas ngerjain w ja lw ndar wkwkkw,"6 Oct 22, 15:13"
972,"$SLIS kwkwkwkkw ritel copet begal jumpalitan loncat indah 🤣😂 tontonan yg menarik
$PANI $OKAS $PKPK $BIPI","6 Oct 22, 15:08"
973,$PANI hari ini murni panic selling retail2. terlihat bidnya tipis2.,"6 Oct 22, 14:42"
974,$PANI ayo naik,"6 Oct 22, 14:24"
975,"$PANI Sudahi ARB ny,, Closing ini bisa lah naik berlanjut hingga besok. Jumat berkah.","6 Oct 22, 14:19"
976,"@Aegon19 duh bang ampe segitu nya mengemis ke BANDAR $PANI, jangan smpe lah bang,padahal uang uangmu sendiri, sayangilah UANG mu bang,masih banyak ada 700 emiten lainnya","6 Oct 22, 14:15 · Edited on 6 Oct 22, 14:18"
977,$PANI ARA nya satu ARB nya banyak😂,"6 Oct 22, 13:37"
978,$PANI,"6 Oct 22, 13:31"
979,$PANI mendingan yang koment penebar fear saham nya naik kalo yang bnyk koment optimisme langsung ambles saham nya 2 harii wkwkwkk,"6 Oct 22, 13:18"
980,$PANI akankah mampir ke kaki shoulder kanannya?,"6 Oct 22, 12:54"
981,@WillDjon iya sifat nya $PANI pagi buka lgsg haki bawah bid tipis. atas offer gede......ya siapa yang mau makan lah ahhahah,"6 Oct 22, 10:56"
982,$PANI 11:30 sudah arb,"6 Oct 22, 10:50"
983,$PANI bandar tolong lah ara ara,"6 Oct 22, 10:48"
984,"Saya ada amati bid offernya $PANI tadi pagi.

Pagi2 sudah ada yg pasang jemuran 10k lot lebih, sepertinya memang dipaksa markdown supanya pihak berkepentingan bisa akumulasi harga bawah

hanya teori ya 😁😁","6 Oct 22, 10:41"
985,$PANI harus tunggu sampai konsolidasi dulu atau ada duit yang berani hajar atas tanpa nunggu ngebid minta diskon........kondisi sekarang sangat ekstrim.......kalau gak ara ya arb.......ritel nya tidak banyak tapi mungkin ada yang mau cutloss atau kalau modal bawah banget ya mau TP meskipun cuan nya udah berkurang dari puncak..........pembeli nya juga pelit gak mau haka ahhhahaha..........,"6 Oct 22, 10:22"
986,$PANI untung bisa keluar kemarin,"6 Oct 22, 10:22"
987,"$PANI ijo 1 hari merah 2 minggu,memang kalau saham mau ke 5000 butuh pijakan yang lebih dalam ya bro @andryhakim,cuma nanya no baper","6 Oct 22, 10:22"
988,$PANI kapok mu kapan nduk,"6 Oct 22, 10:14"
989,@Rizkyyrramadhan $PANI kita tunggu lagi yaa. dibwh 920 spekulasi lagi,"6 Oct 22, 10:07"
990,$PANI Top up ahhhhh,"6 Oct 22, 09:30"
991,$PANI ASG oiii ada apa dg pani??,"6 Oct 22, 09:18"
992,$PANI wah bisa arb lagi nih,"6 Oct 22, 09:09"
993,$PANI Ayo Arraa,"6 Oct 22, 09:09"
994,$PANI ayo naik,"6 Oct 22, 09:08"
995,$PANI karung karunggg... mau mesen karungnya bang ?,"6 Oct 22, 09:08"
996,$PANI teganya kau,"6 Oct 22, 09:00"
997,"$PANI

PANI lovers, tetap semangat💪
Ada info, Saham investor asing sdh naik di atas 8 % , saham investor lokal sdh turun dibawah 4 % , saham ASG & Salim 88,07%. Apa mau diguyur dibawah 1000 lagi, sama investor asing, supaya mereka bisa akumulasi di harga murah!!!!?","6 Oct 22, 08:35"
998,"@jusniar
Sebelum backdoor listing (Juli), $PANI itu gak ada asingnya. Setelah backdoor listing (Agustus), asingnya jadi 8%...

Harga terendah PANI itu ada di akhir September. Dalam 2 hari terakhir di September ini asing borong saham PANI dari lokal sehingga inilah yg tercatat dalam data kepemilikan efek akhir bulan September (investor lokal berkurang, asing bertambah).

Setelah diborong asing di akhir september, harga PANI rebound dan pada saat itulah, di 2 hari di Oktober (tanggal 4 dan 5) saham itu dijual kembali ke ritel dengan harga yg lebih tinggi...","5 Oct 22, 21:40"
999,"Wah...

Jangan naik dulu $PANI, saya belum full muatan 🙉

Terimakasih infonya pak","5 Oct 22, 19:31"
1000,$PANI melihat data terbaru dari KSEI terlihat sisa investor ritel individual lokal di PANI bulan september akhir tinggal 3.83% saja.......turun dibanding 4.18% di akhir agustus....... berarti sisa ritel lokal dengan market cap hari ini ya bisa hitung sendiri deh.......,"5 Oct 22, 19:20"
1001,$PANI wkwk MG cut loss,"5 Oct 22, 18:18"
1002,"Auto Rejection Bawah: 5 Oct 2022 (21 saham)
$YPAS -6,8%
$PANI -6,7%
$PCAR -6,67%
$VICO -6,67%
$FIRE -6,62%
Historikal ARA & ARB: https://cutt.ly/IBwX2lp","5 Oct 22, 17:49"
1003,"Apakah LK $TRIN benar-benar jelek?

- - -

Pendapatan Perseroan diproyeksi sudah bisa dicatatkan mulai Kuartal III-2022 dikarenakan sudah dimulainya serah terima unit Collins Boulevard secara bertahap yang dimulai pada bulan Agustus 2022.

Hal ini diproyeksikan akan membuat Laporan Keuangan Perseroan sepanjang tahun 2022 mencatatkan kenaikan pendapatan dan laba yang signifikan dikarenakan Perseroan sudah dapat mengakui penjualan.

- - -

PT Perintis Triniti Properti Tbk (TRIN) alias Triniti Land membukukan marketing revenue senilai Rp624,2 miliar per Agustus 2022. Nilai tersebut bahkan melampaui capaian marketing revenue Triniti Land sepanjang tahun 2021 lalu yang sebesar Rp492,3 miliar.

Meski mencatatkan marketing revenue yang sesuai target, pendapatan Perseroan belum bisa dibukukan sejak tahun 2020 yang lalu dikarenakan implementasi PSAK 72, di mana pencatatan Penjualan baru dapat dilakukan setelah serah terima unit.

Saat ini kebanyakan proyek Perseroan sedang dalam tahap pembangunan sehingga Triniti Land belum dapat mencatatnya sebagai pendapatan sejak tahun 2020 hingga semester pertama tahun 2022.

- - -","5 Oct 22, 17:38 · Edited on 5 Oct 22, 17:39"
1004,$PANI,"5 Oct 22, 16:35"
1005,"$PANI ada yg bilang hold aja di ni emiten untuk jangka panjang !!
Eeeehhh la kog hold di saham gorengan sih ????
. Lihat chart nya aja uda ketahuan klo memang ada indikasi kuat buat ngarungin ritel …
Lagian down tren mau di lawan yah !!! Ente kadang kadang mah 🥲🥲","5 Oct 22, 16:27"
1006,terimakasih untuk cuannya dri livetrade hari ini $COAL $PANI $SEMA $ANTM $ITMA-W,"5 Oct 22, 15:44 · Edited on 5 Oct 22, 15:44"
1007,"tidak pernah mau belajar & menerima kenyataan, ketika dibuai oleh mimpi & akal sehat tidak bisa diajak bekerjasama sesuai realita... 🛌🛌🛌
random tag:
$PANI $ARKA $KBAG $GIAA $IHSG","5 Oct 22, 15:02"
1008,$PANI panic selling ..,"5 Oct 22, 14:43"
1009,"$PANI ya kan, ARB maning huahhahhahha","5 Oct 22, 14:42"
1010,$PANI lah si koko idaman lo itu cuma mau jualin stock nya kok. maka nya di bawa naik turun terus,"5 Oct 22, 14:27"
1011,$PANI ath dong,"5 Oct 22, 14:23"
1012,$PANI Begitu Syulit~,"5 Oct 22, 13:58"
1013,$PANI naik woy,"5 Oct 22, 13:48"
1014,"POLL
$PANI","5 Oct 22, 13:47"
1015,"$PANI tidak kuat nembus 1087, dibawah itu kemungkinan akan terus downtrend","5 Oct 22, 12:38"
1016,$PANI djiah .. masih aja ada yg berharap di sini? noh mending $SLIS atau indy. yg pasti 2 aja. mana ada yg mau beli rumah saat akan resesi? mending pegang emas .,"5 Oct 22, 11:12"
1017,$PANI sama kyk kmarin2...diganjel tau2 naik gaj jd arb,"5 Oct 22, 10:51"
1018,"$PANI just FYI candle 3 oktober mirip waktu 14 september.. hati2 guys..
sekali lg ini hanya info ya bukan tebar fear.. DYOR..","5 Oct 22, 10:40"
1019,"$PANI Yg Lain Ijo dia merah, Yg lain Merah dia ijo $PANI 😂😂","5 Oct 22, 10:38"
1020,$PANI serius amat turun nya,"5 Oct 22, 10:36"
1021,"$PANI Siap siap Sesi 2...

$CENT $BUMI $ANTM $SLIS","5 Oct 22, 10:27"
1022,"$BRMS Beli sore jual pagi, tak perlu drama & sumpah serapah, thanxs Ndarrrrrrr

$PANI $BUMI $BOSS $IHSG","5 Oct 22, 10:13"
1023,$PANI tanpa bandar mana mungkin bisa naik nih saham🙃sangat tidak liquid hari ini,"5 Oct 22, 10:11"
1024,"yang nyangkut $PANI mariii kumpulll,semoga diberi kesabaran , kekuatan dan ketabahan.....","5 Oct 22, 10:05"
1025,"serok saham ini, tapi tak lupa nikmati juga serok $INDX
$INDY
$BOSS
$OBMD
$PANI","5 Oct 22, 10:04"
1026,$PANI ARB maning .... kapok mu kapan nduk?,"5 Oct 22, 09:54"
1027,"$PANI balik lagi ke harga wajar, serok","5 Oct 22, 09:09"
1028,$PANI go go ara,"5 Oct 22, 09:08"
1029,"$PANI
Harusnya pani bisa kembali ke harganya yang wajar.

https://cutt.ly/SBqQLrp","5 Oct 22, 07:07"
1030,$PANI ternyata yg libas puluhan ribu lot pas arb kemarin si MoGe yg ambil di avg 1.059 senilai 4B & blm dijual. berarti hari ini akankah dia terbangin?,"5 Oct 22, 05:42"
1031,$PANI https://cutt.ly/VV5AH4f,"4 Oct 22, 19:12"
1032,"@batmannn wah ini info menarik utk pembukuan q3 $PANI nanti pak, terimakasih 👍","4 Oct 22, 18:40"
1033,"$PANI trik trading seperti biasa. ketika lihat broksum kemarin hijau, jika besok arb maka cepat2 buy, naik 4%-5% jual. hahaha","4 Oct 22, 15:58"
1034,$PANI yg antri 80 ribu lot hampir di makan semua🤣..emang gile neh bandarnya,"4 Oct 22, 15:17"
1035,"Melihat prospek PIK 2 yg cerah dan GCG bonafide (Agung Sedayu dan Salim Group), maka $PANI dengan perhitungan konservatif ini layak dihargai PBV 1.2 yaitu = 3570","4 Oct 22, 14:44"
1036,$PANI tolong ara,"4 Oct 22, 14:39"
1037,"Tadi ada salah hitung liabilitynya $PANI, sudah difix 😅","4 Oct 22, 14:27"
1038,Perhitungan $PANI diatas sangat konservatif ya (worst case scenario). Book valuenya 40.22 T / 13.53 Milliar = 2970.,"4 Oct 22, 14:11 · Edited on 4 Oct 22, 14:44"
1039,$PANI wait and see,"4 Oct 22, 14:06"
1040,$PANI help goyanglah,"4 Oct 22, 14:03"
1041,$PANI art la,"4 Oct 22, 14:00"
1042,"""Most people get interested in stocks when everyone else is. The time to get interested is when no one else is. You can't buy what is popular and do well.""
-- Warren Buffett

Random tag following Stockbit Trending Stocks;
$BBRI
$PANI
$ANTM
$ADRO","4 Oct 22, 13:46"
1043,$PANI wow ga da denyut nadi. jgn mati dl lah punya ku masi nyangkut wkakak,"4 Oct 22, 13:40"
1044,$PANI untung dah jualan 🤟🤣,"4 Oct 22, 13:35"
1045,"Sebenarnya sudah males posting di stream $PANI, maunya tidur aja, tapi berbagi itu indah 😎 .

Semua data yg disajikan diambil dari prospektus.
(ANALISA PRIBADI SAJA, JGN DIBAWA KE HATI)

Total Aset BKS, MAS, dan CGIS per 31 Desember 2021:
BKS = 3.92 T
MAS = 7.33 T
CGIS = 1.88 T

Total Liability BKS, MAS, dan CGIS per 31 Desember 2021:
BKS = 3.52 T, bulatkan jadi 4 T
MAS = 7.36 T, bulatkan jadi 8 T
CGIS = 1.84 T, bulatkan jadi 2 T

Total landbank:
BKS = 210 ha
MAS = 415 ha
CGIS = 124.8 ha, bulatkan jadi 125 ha

Harga aset tanah yg dicantumkan di prospektus blm harga asli tanah disana. Kisaran harga tanah disana antara 20 - 67.5jt/m2.

Dihitung dengan rata2 20 jt:
BKS = 210 x 10.000 x 20 jt = 42 T
MAS = 415 x 10.000 x 20 jt = 83 T
CGIS = 125 x 10.000 x 20 jt = 25 T
Total = 150 T

Asumsi konservatif saja kalau liabilitynya bertambah dua kali lipat, maka ekuitas didapatkan:
Ekuitas = 150 - 8 - 16 - 4 = 122 T

Dari 122 T ini, PANi memegang 51% BKS dan BKS memegang 51% MAS dan 51% CGIS.

Equitas utk PANI:
BKS = 42T×51% - 8x51% = 17.34 T
MAS = 83Tx51%x51% - 16x51%x51% = 17.42 T
CGIS = 25Tx51%x51% - 4x51%x51% = 5.46 T
Total = 40.22 T","4 Oct 22, 13:25 · Edited on 4 Oct 22, 14:23"
1046,$PANI,"4 Oct 22, 12:27"
1047,$BBHI kembali lah ke harga asal mu di 160 $BBHI.... i am still waiting you $BBHI so do $GZCO at 60 and $PANI at 300 .,"4 Oct 22, 11:41"
1048,$PANI kalo arb gini biasanya bung @Stockbit User kembali mengudara wkwkwk,"4 Oct 22, 11:32"
1049,"Ada yang tauu $PANI lagi kenapa sihh ?? Baru masuk langsung ARB, jadi khawatir mau hold","4 Oct 22, 10:49"
1050,$PANI mewek,"4 Oct 22, 10:45"
1051,$PANI ternyata dead cat bounce atau hanya koreksi sementara? 🤔,"4 Oct 22, 10:31"
1052,$PANI gua nungguin yg mau ribut : kan pani turun gw bilang juga apaaaa,"4 Oct 22, 10:31"
1053,$PANI ga heran gue hehehehehehe,"4 Oct 22, 09:50"
1054,$PANI dan terjadi lagi candle panjang hijau kayak 14 september.....,"4 Oct 22, 09:49"
1055,$PANI barkon = barang diskon,"4 Oct 22, 09:46"
1056,"$PANI benar kata trader profesional jangan pernah melawan trend malah saya beli, gpp minus 3% buat dapet ilmunya","4 Oct 22, 09:46"
1057,"Rekomendasi saham gratis untuk tanggal 4 Oktober 2022:

$PANI (Fast Trade)
Buy di 1130-1145
Sell di 1160-1175

Note: Bagi yang mau entry, ambil 2 tick atau loncat 2 langkah sampai lebih dari harga terakhir. Terapkan “disiplin plan” dan “money management”. Ambil TP sekitar 2-5 persen. CL sekitar maksimal 1 persen","4 Oct 22, 08:55"
1058,"$PANI

PANI lovers, Kalau hari ini, PANI naik lagi, berarti sdh confirm, to the moon ke 2000 an. Tetap semangat💪","4 Oct 22, 08:36"
1059,$PANI,"4 Oct 22, 06:20"
1060,"SAHAM PELUANG SCALPING
BE CORP INDONESIA
Untuk 4 Oktober 2022

ONLY SCALPER
Hati-Hati Terhadap Saham Yg Sudah Naik Berhari-hari, Bisa Terkunci di ARB

$KJEN ( hati-hati )
$PANI
( hati-hati )


BKPD
SULI


Yg tidak Paham Karakter nya jgn coba"".
belajar boleh,
coba saja masuk 1 lot - 1 lot saja dulu, utk mengetahui Karakter dari Bandar Saham Tersebut.


Rekomendasi Tersebut Sangatlah High RIsk,
tetap jaga money Management dgn pasang Trailing Stop.
DISC ON...

Clue :
Jadi ketika saham Masuk dalam Pilihan Screnner yg saya Lakukan,
tetap harus melihat saham ini Lanjut naik atau turun dari Candel yg Tercipta.
1. bilamana Pola dari saham ini sebelum nya Higher High Higer Low Biasa nya Lanjut naik.
2. jika Brekout dari Resistence Biasa nya Lanjut naik.
3. Jika Tepat Harga Harga Nya Berhenti Di Resistence, Keseringan Esok nya Turun.
4. Jika Bullish engulfing Biasa nya Lanjut naik.
5. Jika Saham Tersebut Baru Naik Setelah Sideways lama Atau Baru Pertama Kali Naik Tinggi Biasanya Akan Lanjut Naik.
6. Jikalau Asing Belum Jualan Dan Harga Belum Breakout dari Resistence Maka Biasanya akan Lanjut Naik.

Saham Peluang Scalping Yg Saya Share Adalah Saham yg Saya analisa Pergerakan nya akan Volatile ketika Open Market hingga Akhir Market,
Jadi Saya Melihat Ada Kesempatan Utk Ambil Cuan Utk Scapler.
So tidak ada Target Tertentu Yg bisa Saya Analisa.

Jadi Coba aja Dulu modal Masuk 100 Ribu gitu, belajar terus.
nanti kan lama"" Terasah dan bisa Cuan Konsisten.
Semoga Sukses Dalam Trading Menjadi Scalper.","4 Oct 22, 05:59"
1061,$PANI Samuel Kembali ??? Siapa ya... 🤔🤔🤔,"4 Oct 22, 01:27"
1062,"Join Channel Salam Cuan untuk dapet analisa saham GRATIS!

https://cutt.ly/kLTonUH

INCO lagi turun menarik juga nih. Terlihat selama penurunan ini malah ada aksi akumulasi yang terjadi sejak awal bulan September kemarin. Bisa coba incer untuk beli di range 6000an ya di support MA200 daily. Terakhir kali INCO turun ke MA200nya sih berhasil mantul ya.

Bisa coba untuk entry dengan batas CL under 5775 dan target kenaikan ke area 7000. Secara risk reward tentunya masih menarik dan layak dibeli ya. Tinggal diadjust position sizingnya aja.","3 Oct 22, 20:08"
1063,$PANI kemungkinan???,"3 Oct 22, 20:08"
1064,"analisa teknikal saham $PANI

before and after

$BUMI $SMDM $FIRE $SLIS","3 Oct 22, 20:02"
1065,"Join Channel Salam Cuan untuk dapet analisa saham GRATIS!

https://cutt.ly/kLTonUH

BBNI meskipun hari ini terkoreksi tetapi tidak perlu khawatir ya karena volumenya relative standard aja. Selain itu juga tidak ada sinyal asing melakukan aksi profit taking karena hari ini pun asing masih membeli BBNI hampir 40M!

Jadi untuk BBNI holders masih bisa keep hold terus sampai trendnya patah ya. Saya sendiri menggunakan indikator EMA20 untuk trailing stopnya. Once BBNI bermain di bawah EMA20 maka saya akan TP seluruhnya. Selama masih bertahan ya keep hold atau bahkan average up aja.","3 Oct 22, 20:00"
1066,"Join Channel Salam Cuan untuk dapet analisa saham GRATIS!

https://cutt.ly/kLTonUH

ANTM breakdown support dengan volume yang relative biasa aja tetapi secara bandarmology hari ini cukup jelek ya. Terlihat bandarnya distribusi dan retail kompak ada di sisi buyer. Jika besok tidak rebound maka wajib CL ya untuk ANTM holders. Out from list juga jika tidak rebound dalam waktu dekat. Terapkan risk management yang baik dan juga disiplin. Selalu ada opsi untuk reentry jika memang ANTM kembali menarik lagi.","3 Oct 22, 19:56"
1067,$PANI,"3 Oct 22, 18:06"
